BINARY_WEIGHT,KL_LOSS_RATE,bool_layer_2,bool_layer_4,num_embedded,num_units,num_units1,val_loss,val_mean_binary_value,val_mean_abs_diff_cont,val_mean_abs_diff_class,val_mean_kl_loss,val_mean_kl_div,val_loss_sample,val_mean_binary_value_sample,val_mean_abs_diff_cont_sample,val_mean_abs_diff_class_sample,val_mean_kl_div_sample
10.0,0.0001,False,False,16.0,256.0,128.0,0.013444691896438599,0.0015432098880410194,0.05064646154642105,0.002959280274808407,2.6347198486328125,2.2416703701019287,0.12853941321372986,0.21875,0.29117095470428467,0.2196180522441864,33.884395599365234
0.1,0.1,True,False,4.0,64.0,512.0,0.011269372887909412,0.0,0.04138978570699692,0.0015432098880410194,0.00037755383527837694,0.8570652604103088,0.01003379374742508,0.0,0.041159361600875854,0.0015432098880410194,0.897602379322052
1.0,1.0,False,True,32.0,64.0,64.0,0.025702474638819695,0.0,0.06640926748514175,0.0015432098880410194,0.0006802184507250786,2.0685195922851562,0.012870769947767258,0.0,0.06413882970809937,0.0015432098880410194,1.2810022830963135
1.0,1.0,True,False,32.0,128.0,256.0,0.016996826976537704,0.0015432098880410194,0.06719900667667389,0.002959280274808407,0.0016557594062760472,1.8165448904037476,0.013580191880464554,0.0,0.0647444948554039,0.0015432098880410194,1.1832854747772217
1.0,0.0001,True,True,64.0,64.0,128.0,0.011564305052161217,0.0015432098880410194,0.04690234363079071,0.002959280274808407,3.340681552886963,1.7755837440490723,0.1857774704694748,0.0,0.34585314989089966,0.0015432098880410194,41.23601531982422
1.0,0.0001,False,True,16.0,64.0,64.0,0.01128361839801073,0.0009118967573158443,0.04392247274518013,0.002376192482188344,2.7587695121765137,1.9623230695724487,0.10174784809350967,0.0,0.25477510690689087,0.0015432098880410194,20.01705551147461
1.0,1.0,True,True,16.0,64.0,512.0,0.016942881047725677,0.00038580247201025486,0.05404561758041382,0.0018983235349878669,0.001791243557818234,1.378942608833313,0.011755106039345264,0.0,0.05465613305568695,0.0015432098880410194,0.683131992816925
10.0,1.0,True,True,4.0,512.0,64.0,0.09822176396846771,0.0,0.045053161680698395,0.0015432098880410194,0.003906873520463705,1.112888216972351,0.010850779712200165,0.0,0.04449910297989845,0.0015432098880410194,0.7809127569198608
10.0,0.0001,False,False,16.0,256.0,256.0,0.013741984963417053,0.0015081369783729315,0.05427604541182518,0.00292639946565032,2.623070001602173,0.942541778087616,0.13070936501026154,0.1875,0.2930378317832947,0.18846450746059418,32.721885681152344
1.0,1.0,True,True,2.0,256.0,256.0,0.021764950826764107,0.0,0.0428791306912899,0.0015432098880410194,0.0010026923846453428,0.8937342166900635,0.01059114933013916,0.0,0.04226433113217354,0.0015432098880410194,0.7532115578651428
10.0,0.0001,False,True,32.0,256.0,64.0,0.012269053608179092,0.0015432098880410194,0.05558384209871292,0.002959280274808407,1.9225903749465942,1.2117375135421753,0.0943845584988594,0.09375,0.248421773314476,0.09500385820865631,18.11585235595703
0.1,0.1,False,True,2.0,256.0,512.0,0.01278447825461626,0.0,0.04397460073232651,0.0015432098880410194,0.0005596583941951394,0.8817769289016724,0.011381050571799278,0.0,0.04397087171673775,0.0015432098880410194,1.1219556331634521
0.1,0.0001,True,True,16.0,64.0,256.0,0.008911808021366596,0.001402918016538024,0.04517052695155144,0.0028299489058554173,2.99649715423584,1.0605394840240479,0.06020760163664818,0.0,0.18394193053245544,0.0015432098880410194,10.937614440917969
10.0,0.1,True,True,16.0,512.0,512.0,0.0161899346858263,0.0015432098880410194,0.05816882476210594,0.002959280274808407,0.022755062207579613,1.1901352405548096,0.012588197365403175,0.0,0.06072459742426872,0.0015432098880410194,1.0884443521499634
1.0,10.0,True,False,32.0,512.0,512.0,0.02204842120409012,0.0,0.0605785995721817,0.0015432098880410194,0.000310593459289521,1.198976993560791,0.011954993940889835,0.0,0.05901592597365379,0.0015432098880410194,0.989109218120575
1.0,0.1,True,True,16.0,64.0,512.0,0.013397051952779293,0.0,0.050414178520441055,0.0015432098880410194,0.004328858107328415,1.5851317644119263,0.011472813785076141,0.0,0.05090462043881416,0.0015432098880410194,0.968096137046814
0.1,10.0,True,True,16.0,64.0,128.0,0.01277099084109068,0.0,0.049346063286066055,0.0015432098880410194,4.084869215148501e-05,1.7184183597564697,0.011103557422757149,0.0,0.049366407096385956,0.0015432098880410194,0.9274288415908813
10.0,10.0,True,True,2.0,256.0,128.0,0.12720127403736115,0.0,0.04350190609693527,0.0015432098880410194,0.001137950224801898,1.1993050575256348,0.010625495575368404,0.0,0.04377839341759682,0.0015432098880410194,0.791680097579956
0.1,0.1,True,False,2.0,512.0,128.0,0.011749916709959507,0.0,0.04237201437354088,0.0015432098880410194,0.0001578031078679487,1.325957179069519,0.010493122972548008,0.0,0.04194946214556694,0.0015432098880410194,0.9559234380722046
0.1,10.0,False,False,4.0,256.0,512.0,0.011579956859350204,0.0,0.04110177978873253,0.0015432098880410194,3.731700053322129e-05,0.7971639037132263,0.009944269433617592,0.0,0.0412132665514946,0.0015432098880410194,0.8204876780509949
