BINARY_WEIGHT,KL_LOSS_RATE,bool_layer_2,bool_layer_4,num_embedded,num_units,num_units1,val_loss,val_mean_binary_value,val_mean_abs_diff_cont,val_mean_abs_diff_class,val_mean_kl_loss,val_mean_kl_div,val_loss_sample,val_mean_binary_value_sample,val_mean_abs_diff_cont_sample,val_mean_abs_diff_class_sample,val_mean_kl_div_sample
1.0,10.0,True,True,64.0,128.0,64.0,0.024602331221103668,0.0,0.06481143087148666,0.0015432098880410194,0.00012923964823130518,1.7554049491882324,0.013604206033051014,0.0,0.06852265447378159,0.0015432098880410194,0.8248845934867859
1.0,10.0,False,False,64.0,64.0,256.0,0.029554493725299835,0.0,0.07882745563983917,0.0015432098880410194,0.0003747277951333672,2.443141222000122,0.016393709927797318,0.0,0.08090145140886307,0.0015432098880410194,1.2896533012390137
1.0,1.0,True,True,4.0,256.0,64.0,0.022719794884324074,0.0,0.04596787318587303,0.0015432098880410194,0.0010594608029350638,1.3588857650756836,0.011591683141887188,0.0,0.045935604721307755,0.0015432098880410194,1.1524207592010498
1.0,0.1,True,True,2.0,512.0,256.0,0.021503761410713196,0.0,0.046206794679164886,0.0015432098880410194,0.005730875767767429,1.057060718536377,0.011423662304878235,0.0,0.04581354558467865,0.0015432098880410194,1.3039638996124268
0.1,10.0,False,True,64.0,256.0,512.0,0.013883518986403942,0.0,0.0575752854347229,0.0015432098880410194,5.819857324240729e-05,0.7014403343200684,0.012146107852458954,0.0,0.058505330234766006,0.0015432098880410194,0.6482763886451721
10.0,0.1,False,False,32.0,512.0,64.0,0.06002992391586304,0.0015432098880410194,0.11156763881444931,0.002959280274808407,0.32219555974006653,4.288458824157715,0.15524911880493164,0.15625,0.3045588433742523,0.15731096267700195,30.071422576904297
10.0,1.0,True,True,64.0,64.0,64.0,0.02869516611099243,0.0015432098880410194,0.09665093570947647,0.002959280274808407,0.003575356211513281,5.110527515411377,0.020752357318997383,0.0,0.0973554328083992,0.0015432098880410194,2.3031044006347656
10.0,0.1,False,False,2.0,256.0,512.0,0.06149416044354439,0.0015432098880410194,0.04085332527756691,0.002959280274808407,0.4813189208507538,1.0370665788650513,0.01157550048083067,0.03125,0.05095779523253441,0.03269675746560097,1.0713655948638916
1.0,1.0,False,True,64.0,128.0,256.0,0.017681069672107697,0.0016133558237925172,0.06617298722267151,0.0030272342264652252,0.0024137385189533234,1.5698823928833008,0.01372639462351799,0.0,0.06723588705062866,0.0015432098880410194,0.8069648146629333
1.0,10.0,False,True,4.0,128.0,64.0,0.024569399654865265,0.0,0.04519794508814812,0.0015432098880410194,0.00022016280854586512,1.794564962387085,0.010336607694625854,0.0,0.04381689801812172,0.0015432098880410194,0.9718600511550903
10.0,0.1,False,False,2.0,512.0,512.0,0.042991917580366135,0.0015432098880410194,0.04161472246050835,0.002959280274808407,0.2877446413040161,0.9854599237442017,0.011361547745764256,0.0,0.04629907011985779,0.0015432098880410194,1.0284159183502197
1.0,10.0,False,False,32.0,64.0,64.0,0.03369186818599701,0.0,0.08589416742324829,0.0015432098880410194,0.00035458471393212676,4.872651100158691,0.01843756064772606,0.0,0.08864594250917435,0.0015432098880410194,1.8325155973434448
1.0,1.0,True,True,4.0,512.0,512.0,0.023366251960396767,0.0,0.04973413795232773,0.0015432098880410194,0.002293502213433385,0.8534192442893982,0.011976368725299835,0.0,0.049574319273233414,0.0015432098880410194,0.9461473226547241
1.0,0.0001,True,False,16.0,256.0,512.0,0.00950102973729372,0.0015432098880410194,0.040567394345998764,0.002959280274808407,3.8638689517974854,0.7144409418106079,0.08023656904697418,0.09375,0.22679810225963593,0.09500385820865631,16.139781951904297
10.0,0.1,False,False,64.0,256.0,512.0,0.02982100285589695,0.0015432098880410194,0.0795101523399353,0.002959280274808407,0.12382999062538147,1.5082597732543945,0.044418565928936005,0.25,0.15736916661262512,0.2507716119289398,3.977858781814575
1.0,10.0,True,True,64.0,64.0,256.0,0.02327922359108925,0.0,0.06971577554941177,0.0015432098880410194,0.0001755157863954082,2.0613863468170166,0.014189704321324825,0.0,0.07367013394832611,0.0015432098880410194,1.0850731134414673
1.0,0.0001,True,False,16.0,256.0,256.0,0.008154700510203838,0.0015432098880410194,0.04194598272442818,0.002959280274808407,4.421329021453857,0.8695007562637329,0.1366099715232849,0.21875,0.29831475019454956,0.2196180522441864,37.751861572265625
1.0,0.1,False,True,32.0,256.0,256.0,0.012905118055641651,0.0015432098880410194,0.05443056672811508,0.002959280274808407,0.012152986600995064,0.9525260329246521,0.012087805196642876,0.0,0.0582585372030735,0.0015432098880410194,0.7041208148002625
10.0,0.1,False,True,2.0,128.0,64.0,0.06763052195310593,0.0012275533517822623,0.045531950891017914,0.0026677364949136972,0.42178013920783997,1.8441351652145386,0.016756147146224976,0.09375,0.07427655160427094,0.09500385820865631,1.4337615966796875
0.1,10.0,False,True,64.0,128.0,128.0,0.014285293407738209,0.0,0.05583454668521881,0.0015432098880410194,0.00010388925147708505,1.2758442163467407,0.012497734278440475,0.0,0.05986234173178673,0.0015432098880410194,0.9641076326370239
1.0,1.0,True,True,64.0,256.0,64.0,0.02006828784942627,0.0,0.06092249974608421,0.0015432098880410194,0.0011971468338742852,1.4407963752746582,0.012828088365495205,0.0,0.06065948307514191,0.0015432098880410194,1.3399500846862793
10.0,1.0,True,False,32.0,256.0,128.0,0.08312631398439407,0.0015432098880410194,0.10829735547304153,0.002959280274808407,0.041048020124435425,4.504857540130615,0.03398537263274193,0.03125,0.13118182122707367,0.03269675746560097,5.051189422607422
1.0,1.0,True,True,64.0,64.0,256.0,0.015535346232354641,0.0015432098880410194,0.06737101823091507,0.002959280274808407,0.0011815049219876528,2.0693376064300537,0.014042810536921024,0.0,0.06805542856454849,0.0015432098880410194,1.598264455795288
1.0,0.1,False,False,32.0,128.0,256.0,0.022058121860027313,0.0015432098880410194,0.06634961813688278,0.002959280274808407,0.0678769201040268,1.653622031211853,0.020643258467316628,0.0,0.09338116645812988,0.0015432098880410194,2.1286351680755615
1.0,0.0001,False,False,2.0,128.0,64.0,0.01528568472713232,0.0,0.04421165958046913,0.0015432098880410194,9.778117179870605,2.546783208847046,0.12433727085590363,0.0,0.2998464107513428,0.0015432098880410194,16.36475372314453
0.1,0.0001,True,True,2.0,512.0,512.0,0.010714084841310978,0.0015432098880410194,0.04197441413998604,0.002959280274808407,2.5340325832366943,0.6672706007957458,0.0739000141620636,0.53125,0.18795865774154663,0.5311535596847534,1.5124691724777222
10.0,10.0,True,True,4.0,512.0,128.0,0.10787758231163025,0.0,0.04542449489235878,0.0015432098880410194,0.002866100985556841,1.2259894609451294,0.011332325637340546,0.0,0.045376624912023544,0.0015432098880410194,1.1182870864868164
0.1,1.0,True,False,16.0,128.0,256.0,0.012220226228237152,0.0,0.05144874379038811,0.0015432098880410194,0.0001084545801859349,1.2790606021881104,0.010772950015962124,0.0,0.05068696662783623,0.0015432098880410194,0.9630787372589111
10.0,1.0,False,False,4.0,128.0,256.0,0.09966909885406494,0.0,0.04837726801633835,0.0015432098880410194,0.006529373116791248,1.2303379774093628,0.011378920637071133,0.0,0.04935826361179352,0.0015432098880410194,1.086260199546814
10.0,0.1,True,False,2.0,128.0,64.0,0.05822573974728584,0.0015432098880410194,0.04920877143740654,0.002959280274808407,0.3035132586956024,3.6168901920318604,0.015225210227072239,0.03125,0.0716749057173729,0.03269675746560097,1.3339245319366455
1.0,0.1,True,False,4.0,128.0,128.0,0.013178841210901737,0.0015432098880410194,0.04852336272597313,0.002959280274808407,0.00948846060782671,1.572001576423645,0.011014482006430626,0.0,0.04885649308562279,0.0015432098880410194,0.8623585104942322
1.0,10.0,False,False,4.0,128.0,512.0,0.024178074672818184,0.0,0.04253704845905304,0.0015432098880410194,0.00017883250257000327,0.9490134716033936,0.010285289958119392,0.0,0.04250353202223778,0.0015432098880410194,0.8537978529930115
10.0,1.0,False,True,32.0,64.0,128.0,0.04149669408798218,0.0011574074160307646,0.0998576432466507,0.0026041667442768812,0.005542067810893059,4.100677967071533,0.02086254023015499,0.0,0.09846474975347519,0.0015432098880410194,2.084237575531006
10.0,10.0,True,False,32.0,256.0,512.0,0.03285052254796028,0.0014730639522895217,0.06937551498413086,0.0028935184236615896,0.0009366934536956251,1.2170809507369995,0.013288341462612152,0.0,0.0697731301188469,0.0015432098880410194,0.6359274387359619
1.0,0.1,True,True,32.0,512.0,128.0,0.012576203793287277,0.0014730639522895217,0.05326327309012413,0.0028935184236615896,0.002548461314290762,0.838262140750885,0.011912991292774677,0.0,0.05451073870062828,0.0015432098880410194,0.6891517043113708
0.1,0.0001,True,True,16.0,128.0,128.0,0.00818754080682993,0.0015432098880410194,0.04415410757064819,0.002959280274808407,3.1225743293762207,0.8957481980323792,0.058012790977954865,0.03125,0.1827811598777771,0.03269675746560097,11.310759544372559
0.1,10.0,False,True,16.0,512.0,512.0,0.011882483027875423,0.0,0.04573677480220795,0.0015432098880410194,1.5380523109342903e-05,0.769241988658905,0.010493481531739235,0.0,0.04500599578022957,0.0015432098880410194,0.910760223865509
