BINARY_WEIGHT,KL_LOSS_RATE,bool_layer_2,bool_layer_4,num_embedded,num_units,num_units1,val_loss,val_mean_binary_value,val_mean_abs_diff_cont,val_mean_abs_diff_class,val_mean_kl_loss,val_mean_kl_div,val_loss_sample,val_mean_binary_value_sample,val_mean_abs_diff_cont_sample,val_mean_abs_diff_class_sample,val_mean_kl_div_sample
10.0,10.0,False,True,64.0,64.0,64.0,0.08743339031934738,0.0,0.10823886841535568,0.0015432098880410194,0.0012774135684594512,5.404050350189209,0.022790854796767235,0.0,0.1042531430721283,0.0015432098880410194,2.4821977615356445
1.0,10.0,True,True,16.0,512.0,128.0,0.023206140846014023,0.0,0.0495351105928421,0.0015432098880410194,7.70317274145782e-05,1.002200961112976,0.011543591506779194,0.0,0.050902821123600006,0.0015432098880410194,0.9908900260925293
0.1,0.1,False,True,16.0,256.0,64.0,0.012819495983421803,0.0,0.04771219193935394,0.0015432098880410194,0.0011040476383641362,1.147858738899231,0.011718977242708206,0.0,0.047849141061306,0.0015432098880410194,1.1760894060134888
1.0,0.0001,True,True,64.0,64.0,512.0,0.009249664843082428,0.0015432098880410194,0.044654134660959244,0.002959280274808407,2.8504183292388916,1.4371373653411865,0.06531340628862381,0.03125,0.1983383446931839,0.03269675746560097,12.918749809265137
1.0,0.0001,True,True,32.0,256.0,128.0,0.009847942739725113,0.0015432098880410194,0.0437551848590374,0.002959280274808407,3.1473381519317627,0.728585422039032,0.06674365699291229,0.09375,0.2023136019706726,0.09500385820865631,13.288162231445312
0.1,10.0,False,False,2.0,64.0,256.0,0.014134702272713184,0.0,0.041728366166353226,0.0015432098880410194,0.00020412572484929115,0.9897946119308472,0.010855539701879025,0.0,0.04172588512301445,0.0015432098880410194,0.9343361258506775
0.1,1.0,False,False,64.0,512.0,256.0,0.01581692136824131,0.0,0.07237304747104645,0.0015432098880410194,0.0001979381631826982,2.0594887733459473,0.014850403182208538,0.0,0.07375647127628326,0.0015432098880410194,0.7516828775405884
1.0,10.0,False,False,16.0,128.0,512.0,0.027372922748327255,0.0,0.053150251507759094,0.0015432098880410194,0.0003134720609523356,1.060609221458435,0.012123988941311836,0.0,0.053573012351989746,0.0015432098880410194,1.0027414560317993
1.0,1.0,False,True,4.0,256.0,128.0,0.021512068808078766,0.0,0.04359695315361023,0.0015432098880410194,0.0007951660663820803,1.1435179710388184,0.009868384338915348,0.0,0.04372066631913185,0.0015432098880410194,0.961938202381134
1.0,0.1,False,True,16.0,128.0,64.0,0.01901124231517315,0.0,0.05832216516137123,0.0015432098880410194,0.013358383439481258,1.474989652633667,0.012694977223873138,0.0,0.05877229943871498,0.0015432098880410194,1.06630539894104
10.0,0.0001,False,False,4.0,256.0,256.0,0.018270380795001984,0.001332772197201848,0.047646839171648026,0.0027641870547086,4.706121921539307,1.1773145198822021,0.1404491662979126,0.21875,0.32453015446662903,0.2196180522441864,25.100461959838867
10.0,0.1,False,False,4.0,512.0,128.0,0.07176990807056427,0.0015432098880410194,0.0561845488846302,0.002959280274808407,0.5437211990356445,1.896297812461853,0.021426144987344742,0.0625,0.09310758858919144,0.06385030597448349,2.932866334915161
10.0,0.1,False,False,16.0,512.0,128.0,0.050984978675842285,0.0015081369783729315,0.07830426841974258,0.00292639946565032,0.3092151880264282,2.2562355995178223,0.048137202858924866,0.15625,0.16539046168327332,0.15731096267700195,7.608492851257324
0.1,0.1,False,False,64.0,64.0,64.0,0.024521231651306152,0.0,0.0659092366695404,0.0015432098880410194,0.09056183695793152,3.1829168796539307,0.33031409978866577,0.0,0.4167746901512146,0.0015432098880410194,9.143465042114258
10.0,10.0,False,False,4.0,128.0,64.0,0.1439819633960724,0.0,0.057977285236120224,0.0015432098880410194,0.0012265540426597,2.4232215881347656,0.012489997781813145,0.0,0.05833190679550171,0.0015432098880410194,1.0505826473236084
0.1,1.0,False,True,4.0,128.0,512.0,0.012470725923776627,0.0,0.04339044168591499,0.0015432098880410194,0.00010943665256490931,0.8972547054290771,0.011171706020832062,0.0,0.04308479279279709,0.0015432098880410194,1.0577844381332397
1.0,10.0,False,True,32.0,128.0,64.0,0.028541885316371918,0.0,0.06391223520040512,0.0015432098880410194,0.00030684590456075966,1.8022187948226929,0.01327795721590519,0.0,0.06540600955486298,0.0015432098880410194,0.8085614442825317
0.1,10.0,False,False,4.0,128.0,64.0,0.013500738888978958,0.0,0.047630034387111664,0.0015432098880410194,0.00013804645277559757,1.9127558469772339,0.010743984952569008,0.0,0.04685843363404274,0.0015432098880410194,1.0581451654434204
1.0,0.0001,False,False,32.0,128.0,128.0,0.00916216429322958,0.0015432098880410194,0.04559187963604927,0.002959280274808407,3.6643691062927246,1.3719028234481812,0.1983514130115509,0.125,0.35164520144462585,0.12615740299224854,51.387630462646484
1.0,1.0,True,False,4.0,128.0,128.0,0.022985121235251427,0.0,0.047271762043237686,0.0015432098880410194,0.0006663568783551455,1.7989424467086792,0.01079159788787365,0.0,0.04770402982831001,0.0015432098880410194,0.824560284614563
10.0,1.0,False,False,32.0,512.0,64.0,0.10427332669496536,0.0014730639522895217,0.10599867254495621,0.002895710524171591,0.060859955847263336,6.000776767730713,0.03811235725879669,0.0625,0.13976207375526428,0.06385030597448349,3.839313507080078
10.0,0.0001,True,False,16.0,256.0,64.0,0.01118449866771698,0.0015432098880410194,0.04881126806139946,0.002959280274808407,5.336602687835693,2.314120054244995,0.2299906611442566,0.03125,0.387337863445282,0.03269675746560097,65.67398834228516
10.0,0.1,True,False,32.0,64.0,128.0,0.050419457256793976,0.0015432098880410194,0.08580148220062256,0.002959280274808407,0.3033679723739624,2.9180312156677246,0.07484233379364014,0.09375,0.2114574909210205,0.09500385820865631,14.766740798950195
0.1,1.0,True,False,16.0,256.0,256.0,0.013153007254004478,0.0,0.05231659859418869,0.0015432098880410194,4.248461846145801e-05,1.186729907989502,0.0121533228084445,0.0,0.052654802799224854,0.0015432098880410194,1.1957892179489136
0.1,0.0001,False,True,32.0,256.0,128.0,0.007372376509010792,0.0015432098880410194,0.04784617945551872,0.002959280274808407,3.1283578872680664,0.4648449122905731,0.05479607358574867,0.0,0.17892800271511078,0.0015432098880410194,2.0552165508270264
10.0,1.0,False,True,32.0,256.0,64.0,0.02748841419816017,0.0014379910426214337,0.07647443562746048,0.002860637614503503,0.0023275301791727543,2.247260570526123,0.013550753705203533,0.0,0.06892966479063034,0.0015432098880410194,1.3658071756362915
0.1,1.0,True,True,4.0,512.0,512.0,0.012675266712903976,0.0,0.04491819441318512,0.0015432098880410194,2.608883733046241e-05,0.7778053879737854,0.011446582153439522,0.0,0.04534795135259628,0.0015432098880410194,1.1031633615493774
10.0,0.1,True,False,32.0,128.0,512.0,0.030143385753035545,0.0015432098880410194,0.07147431373596191,0.002959280274808407,0.13705280423164368,1.7146267890930176,0.029030701145529747,0.15625,0.12031710892915726,0.15731096267700195,2.8131003379821777
10.0,1.0,True,True,64.0,256.0,64.0,0.020044418051838875,0.0015432098880410194,0.07146307826042175,0.002961472375318408,0.002296250080689788,2.068828582763672,0.014031737111508846,0.0,0.0699182003736496,0.0015432098880410194,1.215041160583496
1.0,1.0,False,False,16.0,256.0,256.0,0.021828124299645424,0.0,0.05835084244608879,0.0015432098880410194,0.0026074498891830444,1.4897572994232178,0.012344508431851864,0.0,0.05735720694065094,0.0015432098880410194,1.0437175035476685
1.0,10.0,True,True,32.0,128.0,64.0,0.027479687705636024,0.0,0.06406192481517792,0.0015432098880410194,0.00017316630692221224,1.987344741821289,0.013196516782045364,0.0,0.06273268908262253,0.0015432098880410194,1.0950489044189453
1.0,0.1,True,False,32.0,256.0,64.0,0.03324607387185097,0.0015782827977091074,0.0826263353228569,0.0029921610839664936,0.13554084300994873,3.3944528102874756,0.07265929132699966,0.15625,0.20249032974243164,0.15731096267700195,11.229769706726074
10.0,1.0,False,False,2.0,128.0,128.0,0.12767696380615234,0.0,0.0450168177485466,0.0015432098880410194,0.004411899950355291,1.9013441801071167,0.010650956071913242,0.0,0.04581809788942337,0.0015432098880410194,0.8878347277641296
10.0,0.1,False,True,4.0,256.0,128.0,0.044290538877248764,0.0015081369783729315,0.04846050962805748,0.00292639946565032,0.30680614709854126,1.7416592836380005,0.016298843547701836,0.21875,0.0734567642211914,0.2196180522441864,1.7150834798812866
0.1,1.0,False,True,32.0,256.0,256.0,0.01231688167899847,0.0,0.04880594462156296,0.0015432098880410194,0.00021280405053403229,0.7364212274551392,0.011091602966189384,0.0,0.049141328781843185,0.0015432098880410194,0.6922721862792969
10.0,0.1,True,True,2.0,512.0,128.0,0.11837581545114517,0.0,0.045298200100660324,0.0015432098880410194,0.07730121165513992,1.212810754776001,0.010690616443753242,0.0,0.0447281189262867,0.0015432098880410194,1.0256004333496094
0.1,0.1,False,False,32.0,256.0,512.0,0.012123079039156437,0.000701459008269012,0.054344914853572845,0.002178907161578536,0.001864217920228839,0.9650029540061951,0.01159291248768568,0.0,0.05429774150252342,0.0015432098880410194,1.1638327836990356
10.0,0.1,False,False,16.0,128.0,256.0,0.046738237142562866,0.0014730639522895217,0.06412044912576675,0.002897902624681592,0.27736297249794006,1.793804407119751,0.0258743017911911,0.1875,0.11018159985542297,0.18846450746059418,3.2465460300445557
1.0,0.1,False,False,2.0,256.0,512.0,0.01859787292778492,0.0,0.040473368018865585,0.0015432098880410194,0.00808314885944128,0.8598066568374634,0.009839744307100773,0.0,0.040373459458351135,0.0015432098880410194,0.8081673383712769
1.0,0.0001,True,False,32.0,128.0,256.0,0.008071926422417164,0.0015432098880410194,0.04204975813627243,0.002959280274808407,3.926466941833496,0.8417626023292542,0.13963498175144196,0.0625,0.28527116775512695,0.06385030597448349,26.787567138671875
1.0,0.1,False,True,4.0,128.0,64.0,0.021311791613698006,0.0,0.04587816447019577,0.0015432098880410194,0.011021800339221954,1.3540291786193848,0.010850448161363602,0.0,0.04601263999938965,0.0015432098880410194,0.9798688888549805
10.0,10.0,True,True,4.0,128.0,256.0,0.11021175980567932,0.0,0.048803795129060745,0.0015432098880410194,0.002272897632792592,1.7942373752593994,0.011293369345366955,0.0,0.048411354422569275,0.0015432098880410194,1.0228149890899658
1.0,10.0,True,False,64.0,128.0,64.0,0.03232893347740173,0.0,0.09390757977962494,0.0015432098880410194,0.00019231732585467398,6.1004252433776855,0.018800130113959312,0.0,0.09271812438964844,0.0015432098880410194,1.4637399911880493
10.0,10.0,True,False,64.0,256.0,64.0,0.04966505989432335,0.0014379910426214337,0.1014191061258316,0.002860637614503503,0.0008843113901093602,8.27592658996582,0.023002035915851593,0.0,0.10490287840366364,0.0015432098880410194,1.3824820518493652
0.1,1.0,False,True,32.0,256.0,128.0,0.012754901312291622,0.0,0.05043245106935501,0.0015432098880410194,0.0002040977997239679,0.98597252368927,0.011343946680426598,0.0,0.049038052558898926,0.0015432098880410194,0.729155421257019
